"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","genero","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
22156,"The Nest",False,0,"fr",4.0,"2002-01-01","Laborie is a high-flying officer in the French special forces. Her mission is to escort Abedin Nexhep, a godfather of the Albanian mafia. Charged with heading a wide-reaching prostitution network, this formidable criminal is due to stand trial before a European court. During the transfer, killers hired by Nexhep set up an ambush to free their boss but Laborie and her men manage to escape...",0.0,107.0,"Action","Nadia Farès","Richard Sammel","Samy Naceri","Benoît Magimel","Sami Bouajila","Florent-Emilio Siri","","",""
64936,"Murder à la Mod",False,0,"en",0.0,"1968-05-01","Naive young lady Karen wants to help her struggling amateur filmmaker boyfriend Christopher raise enough money so he can divorce his wife. Meanwhile, jolly psycho prankster Otto stalks the building where Christopher is shooting a low-grade adult movie in order to keep himself afloat.",0.0,80.0,"Comedy","Andra Akers","William Finley","Margo Norton","Jared Martin","Ken Burrows","Brian De Palma","","",""
67883,"Street People",False,0,"it",2.0,"1976-03-30","A Mafia boss is enraged when he is suspected of smuggling a heroin shipment into San Francisco. He dispatches his nephew, a hotshot Anglo-Sicilian lawyer, to identify the real culprit. The lawyer also enlists the aid of his best friend, a grand prix driver with an adventurous streak.",0.0,101.0,"Action","Roger Moore","Stacy Keach","Fausto Tozzi","Ivo Garrani","Ennio Balbo","Maurizio Lucidi","Randal Kleiser","Nicola Badalucco",""
26569,"The 7 Grandmasters",False,0,"zh",1.0,"1977-03-20","An aged Kung Fu practitioner travels across China, challenging the best Grandmaster from each province to prove his mastery of martial arts. Meanwhile is a plot developing behind his back.",0.0,84.0,"Action","Li Yi-Min","Jack Lung","Mark Lung","Corey Yuen Kwai","Nancy Yen Nan-See","Joseph Kuo","","",""
44268,"Superfantozzi",False,0,"it",6.0,"1986-12-23","Superfantozzi (1986) is an Italian film from 1986. It is the fifth film in the saga of the unlucky clerk Ugo Fantozzi, played by its creator, Paolo Villaggio. In this film, Fantozzi is portrayed in a surreal historical journey, from Genesis to 1980s.",0.0,92.0,"Comedy","Paolo Villaggio","Liù Bosisio","Plinio Fernando","Gigi Reder","Luc Merenda","Neri Parenti","","",""
37984,"Eye in the Sky",False,0,"cn",2.0,"2007-06-21","The head of an elite Hong Kong surveillance unit (Simon Yam) keeps one eye on his rookie apprentice (Kate Tsui) and the other on a notorious criminal (Tony Leung Ka Fai) he suspects of masterminding a recent jewel heist in this tense thriller from filmmaking duo Johnnie To and Nai-Hoi Yau. Of course, the criminal knows all along he's being watched. But that doesn't stop him from trying to pull off the biggest score of his career.",0.0,90.0,"Action","Kate Tsui","Simon Yam","Tony Leung Ka-Fai","Maggie Shiu","Lam Suet","Yau Nai-Hoi","","",""
13713,"Jean-Philippe",False,0,"fr",5.0,"2006-04-05","No overview found.",0.0,0.0,"Comedy","Fabrice Luchini","Johnny Hallyday","Jackie Berroyer","Benoît Poelvoorde","Guilaine Londez","Laurent Tuel","","",""
60977,"The Pee-Wee Herman Show on Broadway",False,0,"en",0.0,"2011-03-19","Subversive humor and childlike wonder based on both Reubens' original stage show, ""The Pee-wee Herman Show,"" and the Emmy-winning Saturday morning TV show, ""Pee-wee's Playhouse.""",0.0,89.0,"Comedy","Paul Reubens","Phil LaMarr","Jesse Garcia","Lexy Fridell","Josh Meyers","Marty Callner","","",""
325358,"Superfast!",False,20000000,"en",10.0,"2015-03-05","Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole damn restaurant, at crazy speeds.",0.0,99.0,"Comedy","Alex Ashbaugh","Dale Pavinkski","Lili Mirojnick","Andrea Navedo","","Jason Friedberg","","",""
63447,"Cupid's Balls",False,2800000,"no",1.0,"2011-01-01","Swedish Lucas moves from Stockholm to a small Norwegian town, and immediately falls in love with Susanne, the goal keeper of the local girls' soccer team. He becomes axquanted with the overweight, sex-fixated son of the coach. With him as a sparring partner, Lukas hatches a plan for winning Susanne's heart. But Susanne has a boyfriend, and Lucas soon comes to realize that the road to love may be paved with lies and animosity. Cupid's Balls is packed with humour, romantic summer nights and fervent conflicts both off an on the soccer field.",0.0,100.0,"Comedy","Harald William Borg Weedon","Kåre Hedebrant","Jana Opsahl","Isak Nikolai Iveland Solli","Eira Stuedahl","Kristoffer Metcalfe","Stian Angel Eriksen","",""
17336,"Fighting",False,0,"en",12.0,"2009-04-24","Small-town boy Shawn MacArthur has come to New York City with nothing. Barely earning a living selling counterfeit goods on the streets, his luck changes when scam artist Harvey Boarden sees that he has a natural talent for streetfighting. When Harvey offers Shawn help at making the real cash, the two form an uneasy partnership.",32474120.0,105.0,"Action","Channing Tatum","Terrence Howard","Zulay Henao","Roger Guenveur Smith","Brian J. White","Dito Montiel","Dito Montiel","Robert Munic",""
3062,"42nd Street",False,439000,"en",8.0,"1933-02-02","A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",2281000.0,89.0,"Comedy","Warner Baxter","Bebe Daniels","George Brent","Ruby Keeler","Guy Kibbee","Lloyd Bacon","Rian James","James Seymour",""
346473,"Lisa Lampanelli: Back to the Drawing Board",False,0,"en",0.0,"2015-06-26","Brash, bold and never afraid to go blue, comedian Lisa Lampanelli offers a raucous and raunchy performance in her first stand-up special for EPIX. Taped at the Music Hall in Tarrytown, New York, the set includes Lampanelli’s signature brand of insult comedy as well as her personal experiences with weight loss and divorce.",0.0,60.0,"Comedy","Lisa Lampanelli","","","","","Jay Chapman","","",""
47496,"The Grand Dukes",False,0,"fr",2.0,"1996-02-21","Three aging and failed comedians, Georges Cox, Victor Vialat and Eddie Carpentier, hit the road again with a lousy production of a lousy play, of course under the worst possible conditions.",0.0,85.0,"Comedy","Philippe Noiret","Jean-Pierre Marielle","Jean Rochefort","Catherine Jacob","Michel Blanc","Patrice Leconte","","",""
297505,"The Black Sheep",False,0,"it",1.0,"1968-11-09","Episode film about identical twin brothers. Mario is an honest government-minded deputy. Filippo lives by his wits, not quite legally. Eventually Filippo ruins his brother's career and mind, absorbs his wife and finally steps into his shoes as an honorable member of Parliament.",0.0,110.0,"Comedy","Vittorio Gassman","Lisa Gastoni","Adrienne La Russa","Giampiero Albertini","Ennio Balbo","Luciano Salce","","",""
82368,"Love and Larceny",False,0,"it",0.0,"1960-01-01","",0.0,101.0,"Comedy","Vittorio Gassman","Anna Maria Ferrero","Fosco Giachetti","Luigi Pavese","","Dino Risi","Sandro Continenza","Ettore Scola",""
3529,"The Thin Man",False,226408,"en",19.0,"1934-05-25","After a four year absence, one time detective Nick Charles returns to New York with his new wife Nora and their dog, Asta. Nick re-connects with many of his old cronies, several of whom are eccentric characters, to say the least. He's also approached by Dorothy Wynant whose inventor father Clyde Wynant is suspected of murdering her step-mother. Her father had left on a planned trip some months before and she has had no contact with him. Nick isn't all that keen on resuming his former profession but egged-on by wife Nora, who thinks this all very exciting, he agrees to help out. He solves the case, announcing the identity of the killer at a dinner party for all of the suspects.",1423000.0,93.0,"Comedy","William Powell","Myrna Loy","Maureen O'Sullivan","Nat Pendleton","Minna Gombell","W.S. Van Dyke","Albert Hackett","Frances Goodrich",""
56287,"Scandal in Sorrento",False,0,"it",2.0,"1955-12-22","Marshall Antonio Carotenuto comes back to native Sorrento to take care of the local fire brigade. But since Sofia, a very nice fishmonger, occupies his native house Antonio share another home with Donna Violante, secretly fall in love with him. Sofia accepts to marry Antonio almost as a joke to make Nicolino, a traffic policeman, getting jealous. The chances for the two deloused sweethearts aren't over as it could appear.",0.0,106.0,"Comedy","Vittorio De Sica","Sophia Loren","Tina Pica","Mario Carotenuto","Antonio Cifariello","Dino Risi","","",""
10275,"The Shaolin Temple",False,0,"cn",3.0,"1982-01-21","The Tang emperor is betrayed by one of his generals, who installs himself as emperor in the East Capital. The son of one of his slave workers escapes to the Shaolin Temple, learns kung fu, and sets out to kill the traitor who killed his father. Based on a true story from Shaolin folklore, but highly fictionalized.",16157801.0,95.0,"Action","Jet Li","Yue Hoi","Yu Cheng-Hui","Ding Laam","Woo Gin-Keung","Cheung Yam-Yim","","",""
84397,"Double Dynamite",False,0,"en",0.0,"1951-12-25","An innocent bank teller, suspected of embezzlement, is aided by an eccentric, wisecracking waiter.",0.0,80.0,"Comedy","Jane Russell","Groucho Marx","Frank Sinatra","Don McGuire","Howard Freeman","Irving Cummings","Melville Shavelson","",""
9981,"Kicking & Screaming",False,45000000,"en",18.0,"2005-05-13","Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",56070433.0,95.0,"Comedy","Will Ferrell","Robert Duvall","Kate Walsh","Musetta Vander","Josh Hutcherson","Jesse Dylan","","",""
11951,"Vanishing Point",False,1300000,"en",9.0,"1971-01-15","Kowalski works for a car delivery service. He takes delivery of a 1970 Dodge Challenger to take from Colorado to San Francisco, California. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",72266306.0,99.0,"Action","Barry Newman","Cleavon Little","Dean Jagger","Victoria Medlin","Gilda Texter","Richard C. Sarafian","Guillermo Cabrera Infante","Barry Hall",""
80316,"Phffft!",False,0,"fr",0.0,"1954-11-10","When their marriage finally goes ""phffft!"", Nina and Robert get a divorce - only to discover that, like it or not, some people are just meant to be together!",0.0,88.0,"Comedy","Judy Holliday","Jack Lemmon","Jack Carson","Kim Novak","Luella Gear","Mark Robson","George Axelrod","",""
37931,"MacGruber",False,10000000,"en",20.0,"2010-05-21","Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",6110000.0,90.0,"Comedy","Will Forte","Kristen Wiig","Val Kilmer","Ryan Phillippe","Maya Rudolph","Jorma Taccone","","",""
189204,"Lovestruck: The Musical",False,0,"en",9.0,"2013-04-21","Lovestruck: The Musical: Tells the story of Harper (Jane Seymour), one of the best dancers to hit Broadway. But an injury caused her to leave the spotlight, become a choreographer, and raise her daughter, Mirabella (Sara Paxton). When Mirabella, the star of Harper's next big production, decides to quit the show to get married, her mother is determined to put a stop to the wedding and show Mirabella that she cannot give up her career for love, especially to marry playboy Marco (Alexander DiPersia).",0.0,83.0,"Comedy","Jane Seymour","Sara Paxton","Tom Wopat","Adrienne Bailon","Chelsea Kane","Sanaa Hamri","","",""
32130,"Together Again",False,0,"en",1.0,"1944-12-23","Anne Crandall is the mayor of a small town in Vermont. Her deceased husband had been the mayor for years and when he died, she was left to carry on and to raise his daughter from his first marriage. She lives with the daughter, her father-in-law and a housekeeper. In the town square, there was a statue of her late husband and every year since his death, they have an anniversary celebration there. This year during a thunderstorm, the statue is hit by lightning and the head falls off. The daughter insists that a new statue be erected instead of patching the old one. Mayor Crandall is sent to New York to interview the prospective sculptor, George Corday.",0.0,93.0,"Comedy","Irene Dunne","Charles Boyer","Charles Coburn","Mona Freeman","Jerome Courtland","Charles Vidor","Virginia Van Upp","F. Hugh Herbert",""
102632,"Rowdy Rathore",False,6700000,"hi",2.0,"2012-06-01","Low-life thief Shiva and top-cop Vikram Rathore are identical. Vikram killed by foes but his daughter thinks Shiva is her dad - can this Rowdy win respect?",31000000.0,143.0,"Action","Akshay Kumar","Sonakshi Sinha","Nassar","Darshan Jariwala","Supreet","Prabhu Deva","Shiraz Ahmed","","Vijayendra Prasad"
36495,"The Great McGinty",False,0,"en",1.0,"1940-08-23","Told in flashback, Depression-era bum Dan McGinty is recruited by the city's political machine to help with vote fraud. His great aptitude for this brings rapid promotion from ""the boss,"" who finally decides he'd be ideal as a new, nominally ""reform"" mayor; but this candidacy requires marriage. His in-name-only marriage to honest Catherine proves the beginning of the end for dishonest Dan...",0.0,82.0,"Comedy","Brian Donlevy","Akim Tamiroff","Muriel Angelus","Allyn Joslyn","William Demarest","Preston Sturges","","",""
47761,"The Witches of Oz",False,0,"en",10.0,"2011-01-01","The Witches of Oz follows the exploits of the grown Dorothy Gale, now a successful children's book author, as she moves from Kansas to present day New York City. Dorothy quickly learns that her popular books are based on repressed childhood memories, and that the wonders of Oz are very, very real. When the Wicked Witch of the West shows up in Times Square, Dorothy must find the inner courage to stop her.",0.0,164.0,"Action","Christopher Lloyd","Sean Astin","Mia Sara","Ethan Embry","Paulie Redding","Leigh Scott","","",""
1927,"Hulk",False,137000000,"en",28.0,"2003-06-19","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",245360480.0,138.0,"Action","Eric Bana","Jennifer Connelly","Sam Elliott","Josh Lucas","Nick Nolte","Ang Lee","John Turman","Michael France",""
141614,"Niko 2 - Little Brother, Big Trouble",False,0,"en",5.0,"2012-10-12","Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.",17000000.0,79.0,"Comedy","Kari Hietalahti","Juha Veijonen","Kari Ketonen","Risto Kaskilahti","Erik Carlson","Jørgen Lerdam","","",""
84730,"Csocsó, avagy éljen május elseje!",False,0,"en",0.0,"2001-12-06","A new socialistic city is being built on the Danube's riverbank in the early 50's. The story is about a teacher who's living there.",0.0,94.0,"Comedy","Attila Králik","András Kern","Koltai Róbert","","","Koltai Róbert","","",""
32390,"Royal Palace",False,0,"fr",7.0,"2005-11-23","Eugenia is the queen of an imaginary European country. When her husband dies, quite unexpectedly, the country is left without a king. According to the law, the new king needs to be married so that leaves out the eldest son. Her youngest son, Prince Arnaud is married to the lovely Armelle and they have two young children. They become the future rulers of the kingdom.",0.0,100.0,"Comedy","Valérie Lemercier","Lambert Wilson","Catherine Deneuve","Denis Podalydès","Mathilde Seigner","Valérie Lemercier","Brigitte Buc","",""
11335,"Popeye",False,20000000,"en",16.0,"1980-12-12","Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",0.0,114.0,"Comedy","Robin Williams","Shelley Duvall","Ray Walston","Paul Dooley","Richard Libertini","Robert Altman","Jules Feiffer","",""
13387,"Transporter 3",False,30000000,"en",16.0,"2008-11-26","Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",108979549.0,104.0,"Action","Jason Statham","François Berléand","Natalya Rudakova","Robert Knepper","David Atrakchi","Olivier Megaton","","",""
18973,"Cinderfella",False,3000000,"en",4.0,"1960-12-18","This was Jerry Lewis' answer to the classic Cinderella story. When his father dies, poor Fella is left at the mercy of his snobbish stepmother and her two no-good sons, Maximilian and Rupert. As he slaves away for his nasty step-family, Maximilian and Rupert attempt to find a treasure Fella's father has supposedly hidden on the estate. Meanwhile, hoping to restore her dwindling fortunes, the stepmother plans a fancy ball in honor of the visiting Princess Charmein whom she hopes will marry Rupert. Eventually, Fella's Fairy Godfather shows up to convince him that he has a shot at winning the Princess himself.",7100000.0,91.0,"Comedy","Jerry Lewis","Ed Wynn","Judith Anderson","Henry Silva","Robert Hutton","Frank Tashlin","","",""
147050,"Lambchops",False,0,"",0.0,"1929-10-31","George and Gracie enter an elegant drawing room, looking everywhere for something. Turns out, they're looking for the audience, and when George spots the camera, they start in on their patter. Gracie wants to convince George that she's smart, not dizzy - it's an uphill struggle of which she's blissfully unaware. Midway through, they break into song: ""Do You Believe Me?"" It includes a little bit of hoofing as the chatting continues. They end on a story Gracie whispers into George's ear.",0.0,8.0,"Comedy","George Burns","Gracie Allen","","","","Murray Roth","","",""
75604,"Suburban Knights",False,0,"en",1.0,"2011-09-20","The Nostalgia Critic and his fellow reviewers from the website That Guy with the Glasses dress up as famous fantasy characters and go searching for a magic gauntlet hidden in suburban Illinois.",0.0,130.0,"Comedy","Brad Jones","Lindsay Ellis","Lewis Lovhaug","Doug Walker","","Doug Walker","","",""
246,"Zatoichi",False,0,"ja",11.0,"2003-09-06","Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, Zatôichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, Zatôichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after Zatôichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.",0.0,111.0,"Action","Takeshi Kitano","Tadanobu Asano","Michiyo Ohkusu","Gadarukanaru Taka","Daigorō Tachibana","Takeshi Kitano","Takeshi Kitano","",""
29670,"V2: Dead Angel",False,0,"fi",1.0,"2007-01-11","The tough Detective Vares, get hired by a friend accused of murdering a girl. His job is to find the real killer, but people aren't talking. Before he can get traction another homicide takes place- and things move toward a dire conclusion.",0.0,92.0,"Comedy","Juha Veijonen","Hannu-Pekka Björkman","Jussi Lampi","Johanna Kokko","Lotta Lindroos","Aleksi Mäkelä","","","Reijo Mäki"
125521,"Slayers Return",False,0,"ja",2.0,"1996-08-03","Outrageous enemies such as secret organizations aiming to dominate the world and mysterious strongest fighting forces attack Lina and Naga one after another for legendary ""treasure"" lying in a village in which Elves used to live. In addition, an immortal monster not affected by attacking magic appears and drive Lina and Naga into a terrible pinch. What they should do?",0.0,60.0,"Comedy","Megumi Hayashibara","Maria Kawamura","Akiko Hiramatsu","Akio Ohtsuka","Chafurin","Hiroshi Watanabe","","",""
400121,"The Antwerp Dolls",False,0,"en",0.0,"2015-03-21","A ruthless businessman's payoff to the Belgian mafia is intercepted by his revenge-seeking former protegees, launching a deadly war of violence and double-dealing.",0.0,90.0,"Action","Jason Wing","Bruce Payne","Sean Cronin","","","Jake L. Reid","","",""
10071,"The Brothers Solomon",False,0,"en",14.0,"2007-09-07","A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",0.0,93.0,"Comedy","Will Arnett","Will Forte","Kristen Wiig","Chi McBride","Lee Majors","Bob Odenkirk","","",""
195589,"Neighbors",False,18000000,"en",21.0,"2014-05-08","A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.",268157400.0,96.0,"Comedy","Seth Rogen","Zac Efron","Rose Byrne","Dave Franco","Ike Barinholtz","Nicholas Stoller","","",""
24965,"Gunga Din",False,0,"en",13.0,"1939-01-24","Based loosely on the poem by Rudyard Kipling, this takes place in British India during the Thuggee uprising. Three fun loving sergeants are doing fine until one of them wants to get married and leave the service. The other two trick him into a final mission where they end up confronting the entire cult by themselves as the British Army is entering a trap.",0.0,117.0,"Action","Cary Grant","Victor McLaglen","Douglas Fairbanks Jr.","Sam Jaffe","Eduardo Ciannelli","George Stevens","Ben Hecht","Charles MacArthur",""
57866,"Kiss and Make-Up",False,0,"en",1.0,"1934-07-13","Dr. Maurice Lamar is a noted plastic-surgeon who makes his rich clients beautiful, and also makes them. He makes Eve Caron, the wife of Marcel Caron, so satisfied with his skilled hands that she leaves Marcel and marries Maurice. They go on a Mediterranean honeymoon, where he soon finds the affects of his own beauty regulations are more than he can handle. He bids adieu to his new bride, wings it back to Paris with the intention of giving up his practice and becoming a scientific researcher...after winning back the love of his simple, unadorned secretary, Anne.",0.0,78.0,"Comedy","Cary Grant","Genevieve Tobin","Helen Mack","Edward Everett Horton","Lucien Littlefield","Harlan Thompson","George Marion Jr.","Harlan Thompson",""
435737,"Rufus 2",False,0,"en",3.0,"2017-01-16","Rufus is a dog but turns into a human with a pendant. He meets a girl named Kat who asks him to go out. Kat is a cat who can also turn into a human as well.",0.0,46.0,"Comedy","Jace Norman","Davis Cleveland","Haley Tju","Jade Pettyjohn","","Savage Steve Holland","Bill Motz","Bob Roth",""
8872,"Wayne's World",False,20000000,"en",18.0,"1992-02-14","When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",121697323.0,94.0,"Comedy","Mike Myers","Dana Carvey","Rob Lowe","Tia Carrere","Lara Flynn Boyle","Penelope Spheeris","","",""
2436,"Double Dragon",False,3500000,"en",9.0,"1994-11-04","Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. An evil gang leader named Bo Abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical Double Dragon medallion.",2341309.0,89.0,"Comedy","Robert Patrick","Mark Dacascos","Scott Wolf","Kristina Wagner","Julia Nickson","James Yukich","Michael Davis","Peter Gould",""
69848,"One Man's Hero",False,0,"en",1.0,"1999-08-02","One Man's Hero tells the little-known story of the ""St. Patrick's Battalion"" or ""San Patricios,"" a group of mostly Irish and other immigrants of the Catholic faith who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican-American War. The plot centers around the personal story of John Riley, an Irishman who had been a sergeant in the American Army who is commissioned as a captain in the Mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border",0.0,121.0,"Action","Tom Berenger","Joaquim de Almeida","Daniela Romo","Mark Moses","Stuart Graham","Lance Hool","","",""
134480,"The Great Garrick",False,0,"en",1.0,"1937-10-30","A British actor insults a French acting group only to fall victim to a prank that might destroy his career.",0.0,89.0,"Comedy","Brian Aherne","Olivia de Havilland","Edward Everett Horton","Melville Cooper","Lionel Atwill","James Whale","","",""
166773,"Andrew Dice Clay: Indestructible",False,0,"en",0.0,"2012-12-31","Just when you thought you where safe, the ""indestructible"" Andrew Dice Clay is back with a brand new stand-up comedy special - his first in 15 years - proving he is still the undisputed heavyweight comedy king. Filmed in Chicago at the Arcada Theater, Dice picks up where he left off, taking on every taboo topic from gay marriage to racial stereotypes to sexual exploits.",0.0,57.0,"Comedy","Andrew Dice Clay","","","","","Scott L. Montoya","","",""
20239,"Fear of a Black Hat",False,0,"en",1.0,"1994-10-28","Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.",0.0,88.0,"Comedy","Larry B. Scott","Mark Christopher Lawrence","Rusty Cundieff","Kasi Lemmons","G. Smokey Campbell","Rusty Cundieff","","",""
10557,"East Is East",False,3800000,"en",9.0,"1999-05-14","In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",28200000.0,97.0,"Comedy","Om Puri","Linda Bassett","Ian Aspinall","Jimi Mistry","Archie Panjabi","Damien O'Donnell","Ayub Khan-Din","",""
364,"Batman Returns",False,80000000,"en",27.0,"1992-06-19","Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",280000000.0,126.0,"Action","Michael Keaton","Danny DeVito","Michelle Pfeiffer","Christopher Walken","Michael Gough","Tim Burton","Daniel Waters","Wesley Strick",""
77137,"The Barber of Rio",False,0,"it",0.0,"1996-01-01","Matteo is a Roman barber. In Roma his activity is driving him almost to ruin, he is full of debts. He decides to escape from this depressing reality by accepting his sister Angelina's invitation to Brazil.",0.0,105.0,"Comedy","Diego Abatantuono","Zuleica Dos Santos","Irene Grandi","Margaret Mazzantini","Giuseppe Oristanio","Giovanni Veronesi","Giovanni Veronesi","",""
188468,"Page Miss Glory",False,0,"en",1.0,"1935-09-07","A country girl goes to the city and gets a job in a posh hotel, and winds up becoming an instant celebrity thanks to an ambitious photographer.",0.0,93.0,"Comedy","Marion Davies","Pat O’Brien","Dick Powell","Mary Astor","Frank McHugh","Mervyn LeRoy","Robert Lord","Delmer Daves",""
35558,"StarStruck",False,0,"en",9.0,"2010-02-14","Jessica Olsen goes to Los Angeles with nothing more in mind that visiting her grandparents while her sister tries to meet Christopher Wilde. One night she meets Christopher Wilde. They go an an adventure around Los Angeles and start to like each other. When Jessica returns home, Christopher, on national TV, says he doesn't know her, and never met her.",0.0,90.0,"Comedy","Sterling Knight","Danielle Campbell","Maggie Castle","Chelsea Kane","Matt Winston","Michael Grossman","","",""
338930,"Loham",False,1050255,"ml",1.0,"2015-08-20","2015 Malayalam thriller film written and directed by Ranjith. It features Mohanlal as Raju and Andrea Jeremiah as Jayanthi in lead roles along with Ajmal Ameer, Siddique, Mythili, Tini Tom, Vijayaraghavan, Renji Panicker and V. K. Prakash in significant roles. The film is produced by Antony Perumbavoor under the banner Aashirvad Cinemas.",2250547.0,129.0,"Action","Mohanlal","Andrea Jeremiah","Siddique","Renji Panicker","Abu Salim","Ranjith","Ranjith","",""
379508,"Throbs at the Desk",False,0,"el",0.0,"1963-11-11","Lisa is a student, pretending the sick not to go to school. Her parents are worried about her health and call the doctor to examine her. He realizes her lies but he covers her. Soon, they fall in love and eventually get married. However, after the honeymoon she begins to yearn school and her classmates and she returns to it without saying anything to her husband. Soon, her husband begins to suspect her because of her frequent absences from home and her secret meetings with the professor seem to confirm his suspicions.",0.0,114.0,"Comedy","Aliki Vougiouklaki","Dimitris Papamichael","Dionysis Papagiannopoulos","Labros Konstadaras","Joly Garbi","Alekos Sakellarios","","",""
39962,"Tamala 2010: A Punk Cat in Space",False,0,"en",0.0,"2002-10-19","Tamala is a cat living on Planet Cat Earth in the Feline Galaxy. In attempt to leave the Feline Galaxy, which is practically owned by a mega corporation called Catty &amp; Co., she crashes on the violence-ridden Planet Q where she meets Michelangelo. Together they have fun, while Tamala seaches for her connections to Catty &amp; Co. and her mysterious homeworld Orion",0.0,92.0,"Comedy","Béatrice Dalle","Takeshi Katô","Hisayo Mochizuki","Shinje Takeda","","Tol","","",""
25117,"Bill Hicks: Revelations",False,0,"en",1.0,"1993-05-27","Since his untimely death from pancreatic cancer in 1994, Bill Hicks has become a comedy legend. Now fans who may have never had the opportunity to see his act live on-stage will finally be able to experience Hicks' unique and confrontational brand of comedy.",0.0,60.0,"Comedy","Bill Hicks","","","","","Chris Bould","","",""
134132,"Excuse Me for Living",False,0,"en",1.0,"2012-10-12","A charming, suicidal druggie must obey his rehab-clinic's demand to lead a seniors men's group or face incarceration and lose the love of his psychiatrist's daughter.",0.0,105.0,"Comedy","Tom Pelphrey","Christopher Lloyd","Robert Vaughn","Melissa Archer","Ewa Da Cruz","Ric Klass","","",""
55694,"Miracle Beach",False,0,"en",3.0,"1992-09-15","A romantic comedy set in the Southern California beach scene. Down on his luck, Scotty McKay becomes the master of a very lonely genie, who brings him wealth, power and true love. Miracles can happen!",0.0,88.0,"Comedy","Dean Cameron","Ami Dolenz","Felicity Waterman","Brian Perry","Alexis Arquette","Skott Snider","","",""
36907,"The Plague",False,0,"en",1.0,"1992-01-01","In a city in South America an outbreak of bubonic plague occurs. While people try to flee and the military close the city an idealistic doctor decides to stay and help the sick. In the ever changing circumstances he puts up a brave fight, being helped by others but also involving them without being able to control the situation.",0.0,115.0,"Action","William Hurt","Robert Duvall","Raúl Juliá","Sandrine Bonnaire","Jean-Marc Barr","Luis Puenzo","","",""
